,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,productionCountries,originCountry,overview,CountryName,RuntimeMinutes
1702,Bone Tomahawk,tt2494362,Bone Tomahawk,No,,3200000,2:07,1500000,Bone Tomahawk,1000.0,movie,Bone Tomahawk,Bone Tomahawk,2015,132,"Drama,Horror,Western","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","['US', 'GB']","During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.","['France', 'United States of America', 'United Kingdom']",127
1710,Hold the Dark,tt5057140,Hold the Dark,Yes,2018-09-28,3200000,2:06,1500000,Hold the Dark,2018.0,movie,Hold the Dark,Hold the Dark,2018,125,"Action,Crime,Drama","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.","['Switzerland', 'United States of America']",126
1712,Ipar Adalah Maut,tt29243069,Ipar Adalah Maut,No,,3200000,2:11,1500000,Ipar Adalah Maut,1000.0,movie,Ipar Adalah Maut,Ipar Adalah Maut,2024,131,"Drama,Romance","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",['ID'],"Aris was the perfect husband and ideal family man. That is, until his sister-in-law moves in and they begin a forbidden affair.",['Indonesia'],131
1714,Kleks Academy,tt20857676,Kleks Academy // Akademia pana Kleksa,Yes,2024-05-08,3200000,2:07,1500000,Kleks Academy,2024.0,movie,Kleks Academy,Akademia pana Kleksa,2023,130,Fantasy,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",['PL'],"A seemingly ordinary girl finds her way into the eponymous Academy to explore the world of fairy tales, imagination and creativity. With the help of a crazy, talented teacher, she develops her unique abilities and also stumbles upon a clue that will help her unravel the biggest secret of the family...",['Poland'],127
1722,Moonfall,tt5834426,Moonfall,No,,3200000,2:11,1500000,Moonfall,1000.0,movie,Moonfall,Moonfall,2022,130,"Action,Adventure,Sci-Fi","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,"['Hong Kong', 'United Kingdom', 'United States of America']",131
1744,The Pirates: The Last Royal Treasure,tt17491040,The Pirates: The Last Royal Treasure // __: ___ __,Yes,2022-03-02,3200000,2:06,1500000,The Pirates: The Last Royal Treasure,2022.0,movie,The Pirates: The Last Royal Treasure,Hae-jeok: Do-kkae-bi gis-bal,2022,126,"Action,Adventure,Comedy","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",['KR'],"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.",['South Korea'],126
1747,The Whole Truth,tt15850662,The Whole Truth // ____________,Yes,2021-12-02,3200000,2:06,1500000,The Whole Truth,2021.0,movie,The Whole Truth,The Whole Truth,2021,125,"Drama,Horror,Mystery","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",['TH'],"When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.",['Thailand'],126
1751,Ulajh,tt19838634,Ulajh // ___,Yes,,3200000,2:09,1500000,Ulajh,1000.0,movie,Ulajh,Ulajh,2024,150,"Crime,Drama,Thriller","[{'iso_3166_1': 'IN', 'name': 'India'}]",['IN'],"The journey of a young IFS officer, belonging to a prominent family of patriots, who gets embroiled in a dangerous personal conspiracy while far from her home turf, at a career-defining post.",['India'],129
1695,All Day and a Night,tt3993886,All Day and a Night,Yes,2020-05-01,3100000,2:02,1500000,All Day and a Night,2020.0,movie,All Day and a Night,All Day and a Night,2020,121,Drama,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",['United States of America'],122
1707,Don't Worry Darling,tt10731256,Don't Worry Darling,No,,3000000,2:03,1500000,Don't Worry Darling,1000.0,movie,Don't Worry Darling,Don't Worry Darling,2022,123,"Drama,Mystery,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",['United States of America'],123
1732,Riddick,tt1411250,Riddick,No,,2900000,1:59,1500000,Riddick,1000.0,movie,Riddick,Riddick,2013,119,"Action,Adventure,Sci-Fi","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","['CA', 'US']","Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.","['Canada', 'United States of America']",119
1733,Run All Night,tt2199571,Run All Night,No,,2900000,1:54,1500000,Run All Night,1000.0,movie,Run All Night,Run All Night,2015,114,"Action,Crime,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",['US'],"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.","['United States of America', 'Spain']",114
1698,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),tt7713068,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) (2020),No,,2800000,1:49,1500000,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),2020.0,movie,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,109,"Action,Comedy,Crime","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",['United States of America'],109
1717,Letters to God,tt1462054,Letters to God,No,,2800000,1:49,1500000,Letters to God,1000.0,movie,Letters to God,Letters to God,2010,110,Drama,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"A young boy fighting cancer writes letters to God, touching lives in his neighborhood and inspiring hope among everyone he comes in contact. An unsuspecting substitute postman, with a troubled life of his own, becomes entangled in the boy's journey and his family by reading the letters. They inspire him to seek a better life for himself and his own son he's lost through his alcohol addiction.",['United States of America'],109
1738,Speak No Evil,tt27534307,Speak No Evil (2024),No,,2800000,1:50,1500000,Speak No Evil,2024.0,movie,Speak No Evil,Speak No Evil,2024,110,"Drama,Horror,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"When an American family is invited to spend the weekend at the idyllic country estate of a charming British family they befriended on vacation, what begins as a dream holiday soon warps into a snarled psychological nightmare.",['United States of America'],110
1743,The Nun II,tt10160976,The Nun II,No,,2800000,1:50,1500000,The Nun II,1000.0,movie,The Nun II,The Nun II,2023,110,"Horror,Mystery,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",['United States of America'],110
1752,War Dogs,tt2005151,War Dogs (2016),No,,2800000,1:54,1500000,War Dogs,2016.0,movie,War Dogs,War Dogs,2016,114,"Biography,Comedy,Crime","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",['United States of America'],114
46,_õmarõk,tt31989784,_õmarõk,No,,2800000,1:51,1500000,_õmarõk,1000.0,movie,Simarik,Simarik,2024.0,111.0,"Comedy,Drama","[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",['TR'],"A Turkish remake of the blockbuster Russian comedy of the same name. A young man born into an oligarch family is so spoiled that he believes he's above the law. When he faces jail, his father decides to 'rehabilitate' his son. An abandoned village is reconstructed, 19th century style. The spoiled brat 'goes back in time', reincarnated as a serf, to learn how to appreciate life and to work hard.",['Turkey'],111
1694,After We Collided,tt10362466,After We Collided,No,2020-12-01,2700000,1:45,1500000,After We Collided,2020.0,movie,After We Collided,After We Collided,2020,105,"Drama,Romance","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,['United States of America'],105
1730,Reindeer Games,tt0184858,Reindeer Games (2000),No,,2700000,1:45,1500000,Reindeer Games,2000.0,movie,Reindeer Games,Reindeer Games,2000,104,"Action,Crime,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",['United States of America'],105
1745,The Siege of Jadotville,tt3922798,The Siege of Jadotville,Yes,2016-10-07,2700000,1:48,1500000,The Siege of Jadotville,2016.0,movie,The Siege of Jadotville,The Siege of Jadotville,2016,108,"Action,Drama,Thriller","[{'iso_3166_1': 'IE', 'name': 'Ireland'}]","['US', 'IE']",Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,['Ireland'],108
1748,The Wonder,tt9288822,The Wonder,Yes,2022-11-16,2700000,1:50,1500000,The Wonder,2022.0,movie,The Wonder,The Wonder,2022,108,"Drama,Mystery,Thriller","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","['IE', 'US', 'GB']","Haunted by her past, a nurse travels from England to a remote Irish village in 1862 to investigate a young girl's supposedly miraculous fast.","['Ireland', 'United Kingdom']",110
1749,To the Bone,tt5541240,To the Bone,Yes,2017-07-14,2700000,1:48,1500000,To the Bone,2017.0,movie,To the Bone,To the Bone,2017,107,Drama,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,['United States of America'],108
1716,Late Night,tt6107548,Late Night,No,,2600000,1:42,1500000,Late Night,1000.0,movie,Late Night,Late Night,2019,102,"Comedy,Drama","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"A legendary late-night talk show host's world is turned upside down when she hires her only female staff writer. Originally intended to smooth over diversity concerns, her decision has unexpectedly hilarious consequences as the two women separated by culture and generation are united by their love of a biting punchline.",['United States of America'],102
1718,Little Italy,tt6957966,Little Italy (2018),No,,2600000,1:41,1500000,Little Italy,2018.0,movie,Little Italy,Little Italy,2018,102,"Comedy,Romance","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","['CA', 'US']",Former childhood pals Leo and Nikki are attracted to each other as adults—but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,"['Canada', 'United States of America']",101
1725,October Sky,tt0132477,October Sky,No,,2600000,1:47,1500000,October Sky,1000.0,movie,October Sky,October Sky,1999,108,"Biography,Drama,Family","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"Homer Hickam is a kid with only one future in sight, to work in the local coal mine like his father. However, in October 1957 everything changes when the first artificial satellite, Sputnik, goes into orbit. When Homer sees the Soviet satellite streak overhead, he becomes inspired to learn how to build rockets. With the help of his friends, and the local nerd, Homer sets to do just that by trial and a lot of error. Unfortunately, most of the town, and especially Homer's father, thinks that they are wasting their time. Only one teacher understands their efforts and lets them know that they could become contenders in the national science fair with college scholarships being the prize. Now the gang must learn to perfect their craft and overcome the many problems facing them as they shoot for the stars.",['United States of America'],107
